Date,Open,High,Low,Close,Ticker 
"Nov 30, 2015",96.8,98.67,93.7,94.5,MOEX
"Dec 01, 2015",94.51,97.15,93.8,96.0,MOEX
"Dec 02, 2015",95.41,95.8,94.39,94.69,MOEX
"Dec 03, 2015",94.35,94.99,93.64,94.02,MOEX
"Dec 04, 2015",94.35,94.58,92.0,93.8,MOEX
"Dec 07, 2015",93.51,94.45,92.76,93.59,MOEX
"Dec 08, 2015",93.24,93.71,89.25,90.25,MOEX
"Dec 09, 2015",90.75,92.12,87.67,88.3,MOEX
"Dec 10, 2015",88.4,90.04,88.25,89.27,MOEX
"Dec 11, 2015",89.37,90.7,86.95,90.7,MOEX
"Dec 14, 2015",90.22,90.8,88.72,88.8,MOEX
"Dec 15, 2015",89.3,95.28,89.17,94.9,MOEX
"Dec 16, 2015",94.9,96.83,92.3,92.3,MOEX
"Dec 17, 2015",92.76,95.5,92.56,94.21,MOEX
"Dec 18, 2015",94.0,94.83,92.0,94.82,MOEX
"Dec 21, 2015",94.5,96.47,93.9,96.0,MOEX
"Dec 22, 2015",96.22,96.69,94.41,95.75,MOEX
"Dec 23, 2015",95.98,96.72,95.02,96.5,MOEX
"Dec 24, 2015",96.6,96.88,95.05,95.57,MOEX
"Dec 25, 2015",95.56,96.09,94.5,94.72,MOEX
"Dec 28, 2015",94.79,95.13,93.55,93.55,MOEX
"Dec 29, 2015",93.69,94.93,92.55,93.62,MOEX
"Dec 30, 2015",93.65,94.26,91.4,91.4,MOEX
"Jan 04, 2016",91.32,91.85,90.12,91.85,MOEX
"Jan 05, 2016",91.83,94.47,91.81,94.3,MOEX
"Jan 06, 2016",94.34,94.87,93.88,94.44,MOEX
"Jan 11, 2016",92.25,95.84,91.0,94.5,MOEX
"Jan 12, 2016",94.4,97.0,93.13,93.75,MOEX
"Jan 13, 2016",93.89,94.7,91.5,91.6,MOEX
"Jan 14, 2016",91.87,92.82,90.26,91.65,MOEX
"Jan 15, 2016",91.65,91.97,86.59,86.59,MOEX
"Jan 18, 2016",85.9,90.73,85.2,90.15,MOEX
"Jan 19, 2016",92.11,92.3,88.75,90.45,MOEX
"Jan 20, 2016",89.58,92.07,88.0,90.21,MOEX
"Jan 21, 2016",90.67,91.86,89.05,90.0,MOEX
"Jan 22, 2016",91.12,91.45,88.5,90.28,MOEX
"Jan 25, 2016",90.77,90.85,89.51,90.0,MOEX
"Jan 26, 2016",89.9,90.5,89.32,90.0,MOEX
"Jan 27, 2016",90.27,93.9,89.63,93.65,MOEX
"Jan 28, 2016",93.4,95.15,91.27,92.7,MOEX
"Jan 29, 2016",93.0,96.0,92.53,95.99,MOEX
"Feb 01, 2016",95.25,96.67,94.12,96.5,MOEX
"Feb 02, 2016",96.15,96.68,94.93,96.2,MOEX
"Feb 03, 2016",95.8,100.7,95.21,99.6,MOEX
"Feb 04, 2016",95.0,95.99,92.2,92.3,MOEX
"Feb 05, 2016",93.19,95.0,92.52,93.03,MOEX
"Feb 08, 2016",93.39,94.0,90.6,91.14,MOEX
"Feb 09, 2016",91.25,91.95,90.12,91.09,MOEX
"Feb 10, 2016",90.8,91.5,90.08,90.95,MOEX
"Feb 11, 2016",91.0,91.16,87.79,89.0,MOEX
"Feb 12, 2016",89.81,90.29,88.2,89.58,MOEX
"Feb 15, 2016",90.3,90.76,88.75,90.4,MOEX
"Feb 16, 2016",90.75,91.77,90.44,91.0,MOEX
"Feb 17, 2016",91.05,91.6,90.09,91.0,MOEX
"Feb 18, 2016",91.3,92.89,91.25,92.47,MOEX
"Feb 19, 2016",92.11,92.11,89.01,89.95,MOEX
"Feb 20, 2016",90.2,90.73,90.02,90.48,MOEX
"Feb 22, 2016",90.6,92.32,90.57,92.09,MOEX
"Feb 24, 2016",91.4,93.3,91.03,93.2,MOEX
"Feb 25, 2016",93.26,95.1,93.25,95.09,MOEX
"Feb 26, 2016",95.16,97.43,94.9,96.81,MOEX
"Feb 29, 2016",96.08,99.0,95.71,99.0,MOEX
"Mar 01, 2016",99.0,99.32,97.17,97.8,MOEX
"Mar 02, 2016",98.25,98.7,97.6,97.6,MOEX
"Mar 03, 2016",98.5,99.25,96.65,97.7,MOEX
"Mar 04, 2016",98.6,99.43,97.3,99.0,MOEX
"Mar 07, 2016",99.41,100.9,98.3,100.5,MOEX
"Mar 09, 2016",100.0,100.78,98.95,99.9,MOEX
"Mar 10, 2016",99.76,102.5,99.76,101.92,MOEX
"Mar 11, 2016",102.38,103.85,101.16,101.4,MOEX
"Mar 14, 2016",101.02,104.48,100.6,103.85,MOEX
"Mar 15, 2016",103.95,105.3,102.7,103.7,MOEX
"Mar 16, 2016",102.85,106.06,102.85,105.7,MOEX
"Mar 17, 2016",106.11,108.1,105.21,105.78,MOEX
"Mar 18, 2016",106.03,108.77,105.2,105.2,MOEX
"Mar 21, 2016",105.88,106.3,104.25,104.25,MOEX
"Mar 22, 2016",104.44,105.94,102.66,103.49,MOEX
"Mar 23, 2016",103.0,104.91,102.77,104.49,MOEX
"Mar 24, 2016",104.2,105.3,103.77,104.6,MOEX
"Mar 25, 2016",105.1,105.74,104.2,104.88,MOEX
"Mar 28, 2016",104.88,105.98,102.65,103.18,MOEX
"Mar 29, 2016",103.0,103.2,99.2,100.91,MOEX
"Mar 30, 2016",101.35,102.26,99.9,101.81,MOEX
"Mar 31, 2016",101.81,105.05,101.02,105.05,MOEX
"Apr 01, 2016",104.7,105.05,103.11,105.05,MOEX
"Apr 04, 2016",105.0,105.49,103.35,103.52,MOEX
"Apr 05, 2016",103.06,103.09,101.34,102.4,MOEX
"Apr 06, 2016",103.0,103.37,102.05,102.67,MOEX
"Apr 07, 2016",103.19,103.36,101.5,103.0,MOEX
"Apr 08, 2016",103.2,104.99,102.5,104.2,MOEX
"Apr 11, 2016",104.48,105.38,103.96,104.55,MOEX
"Apr 12, 2016",104.21,105.49,103.55,104.9,MOEX
"Apr 13, 2016",104.9,106.0,104.41,104.9,MOEX
"Apr 14, 2016",104.31,104.75,102.16,103.47,MOEX
"Apr 15, 2016",102.59,103.48,101.65,102.05,MOEX
"Apr 18, 2016",100.87,104.24,100.58,104.0,MOEX
"Apr 19, 2016",104.2,107.05,103.73,107.05,MOEX
"Apr 20, 2016",106.7,112.54,106.51,108.84,MOEX
"Apr 21, 2016",109.75,111.7,107.21,108.7,MOEX
"Apr 22, 2016",109.0,109.95,107.92,109.95,MOEX
"Apr 25, 2016",109.95,110.72,107.61,109.25,MOEX
"Apr 26, 2016",108.5,109.0,103.99,103.99,MOEX
"Apr 27, 2016",104.0,105.3,102.66,103.36,MOEX
"Apr 28, 2016",103.6,104.74,101.13,104.71,MOEX
"Apr 29, 2016",104.49,105.3,101.55,102.15,MOEX
"May 04, 2016",101.7,105.15,101.5,105.15,MOEX
"May 05, 2016",105.63,107.34,103.58,106.23,MOEX
"May 06, 2016",106.22,106.24,103.67,103.93,MOEX
"May 10, 2016",104.0,104.66,101.68,102.8,MOEX
"May 11, 2016",102.8,106.31,102.7,106.04,MOEX
"May 12, 2016",106.27,107.9,105.67,107.0,MOEX
"May 13, 2016",101.7,104.32,101.6,104.32,MOEX
"May 16, 2016",104.77,105.13,103.25,104.36,MOEX
"May 17, 2016",103.75,104.35,102.1,103.71,MOEX
"May 18, 2016",103.85,105.78,103.0,105.22,MOEX
"May 19, 2016",104.8,105.23,103.41,105.2,MOEX
"May 20, 2016",105.0,105.53,104.0,104.0,MOEX
"May 23, 2016",104.39,104.39,102.55,104.0,MOEX
"May 24, 2016",104.0,105.2,103.65,105.1,MOEX
"May 25, 2016",105.5,106.63,104.83,106.17,MOEX
"May 26, 2016",106.15,106.96,105.11,106.47,MOEX
"May 27, 2016",106.47,106.97,104.52,106.94,MOEX
"May 30, 2016",106.4,107.09,105.82,106.75,MOEX
"May 31, 2016",106.82,111.18,105.6,109.4,MOEX
"Jun 01, 2016",108.9,108.98,106.52,106.72,MOEX
"Jun 02, 2016",106.98,108.33,106.5,108.0,MOEX
"Jun 03, 2016",108.28,109.67,107.85,109.1,MOEX
"Jun 06, 2016",108.83,111.5,108.5,111.2,MOEX
"Jun 07, 2016",110.5,113.12,110.17,112.4,MOEX
"Jun 08, 2016",112.02,113.83,109.8,111.65,MOEX
"Jun 09, 2016",111.46,111.83,110.11,111.0,MOEX
"Jun 10, 2016",110.0,112.14,107.66,110.81,MOEX
"Jun 14, 2016",110.8,113.26,110.76,113.1,MOEX
"Jun 15, 2016",113.27,115.89,113.1,115.74,MOEX
"Jun 16, 2016",115.94,115.94,113.34,114.9,MOEX
"Jun 17, 2016",115.0,115.0,113.09,113.09,MOEX
"Jun 20, 2016",113.6,119.0,113.6,119.0,MOEX
"Jun 21, 2016",119.01,119.26,115.81,117.06,MOEX
"Jun 22, 2016",117.0,117.87,115.82,117.01,MOEX
"Jun 23, 2016",116.5,117.39,115.74,117.05,MOEX
"Jun 24, 2016",114.0,117.37,112.21,114.1,MOEX
"Jun 27, 2016",114.14,116.19,112.0,112.0,MOEX
"Jun 28, 2016",112.49,113.18,111.12,112.99,MOEX
"Jun 29, 2016",113.18,113.98,112.5,113.75,MOEX
"Jun 30, 2016",113.55,114.5,112.1,112.52,MOEX
"Jul 01, 2016",112.0,112.85,110.7,112.44,MOEX
"Jul 04, 2016",112.47,113.06,111.41,112.9,MOEX
"Jul 05, 2016",112.47,112.58,109.88,110.78,MOEX
"Jul 06, 2016",110.15,112.04,110.1,111.0,MOEX
"Jul 07, 2016",111.47,113.06,111.47,113.06,MOEX
"Jul 08, 2016",112.93,115.5,112.0,115.22,MOEX
"Jul 11, 2016",115.2,119.19,115.0,119.19,MOEX
"Jul 12, 2016",119.39,120.22,117.81,119.98,MOEX
"Jul 13, 2016",119.79,120.0,118.22,119.7,MOEX
"Jul 14, 2016",119.8,119.8,117.31,119.61,MOEX
"Jul 15, 2016",119.0,120.9,118.2,120.0,MOEX
"Jul 18, 2016",119.31,120.09,117.65,119.2,MOEX
"Jul 19, 2016",119.19,119.8,117.73,119.0,MOEX
"Jul 20, 2016",118.55,119.1,112.76,114.73,MOEX
"Jul 21, 2016",115.51,116.69,113.78,115.39,MOEX
"Jul 22, 2016",116.5,117.43,115.95,115.95,MOEX
"Jul 25, 2016",116.08,118.11,116.05,117.35,MOEX
"Jul 26, 2016",117.3,117.3,114.03,114.5,MOEX
"Jul 27, 2016",114.86,115.3,113.67,114.0,MOEX
"Jul 28, 2016",114.53,114.95,113.22,114.95,MOEX
"Jul 29, 2016",114.71,114.88,112.34,113.51,MOEX
"Aug 01, 2016",113.54,114.5,112.51,112.7,MOEX
"Aug 02, 2016",112.7,112.82,110.6,111.27,MOEX
"Aug 03, 2016",111.0,111.95,110.75,111.63,MOEX
"Aug 04, 2016",112.0,115.55,112.0,115.19,MOEX
"Aug 05, 2016",115.58,116.47,113.62,114.87,MOEX
"Aug 08, 2016",114.9,117.99,114.8,117.94,MOEX
"Aug 09, 2016",117.64,118.5,117.08,117.52,MOEX
"Aug 10, 2016",117.65,120.7,117.0,119.0,MOEX
"Aug 11, 2016",118.5,120.18,117.33,119.48,MOEX
"Aug 12, 2016",119.5,123.32,119.5,123.0,MOEX
"Aug 15, 2016",123.49,125.75,122.99,124.99,MOEX
"Aug 16, 2016",124.5,129.44,124.13,129.44,MOEX
"Aug 17, 2016",127.0,128.35,125.52,126.61,MOEX
"Aug 18, 2016",127.0,127.87,126.03,126.6,MOEX
"Aug 19, 2016",126.9,127.8,125.5,126.0,MOEX
"Aug 22, 2016",125.74,126.99,124.62,125.55,MOEX
"Aug 23, 2016",125.43,126.37,124.2,124.9,MOEX
"Aug 24, 2016",124.27,127.0,124.15,127.0,MOEX
"Aug 25, 2016",126.99,128.0,126.22,127.01,MOEX
"Aug 26, 2016",127.01,131.35,126.7,130.75,MOEX
"Aug 29, 2016",130.3,132.4,129.5,132.34,MOEX
"Aug 30, 2016",132.29,132.34,130.5,130.63,MOEX
"Aug 31, 2016",130.6,131.58,126.01,127.07,MOEX
"Sep 01, 2016",127.05,127.98,126.31,126.8,MOEX
"Sep 02, 2016",127.29,128.57,126.33,128.45,MOEX
"Sep 05, 2016",128.44,129.72,128.42,129.29,MOEX
"Sep 06, 2016",129.5,130.47,127.45,130.47,MOEX
"Sep 07, 2016",130.4,130.4,128.3,129.3,MOEX
"Sep 08, 2016",129.5,129.78,128.7,129.2,MOEX
"Sep 09, 2016",128.73,129.19,126.48,126.55,MOEX
"Sep 12, 2016",126.1,127.83,126.01,126.67,MOEX
"Sep 13, 2016",127.17,127.37,121.85,122.19,MOEX
"Sep 14, 2016",122.55,122.79,120.85,121.5,MOEX
"Sep 15, 2016",121.5,122.48,120.82,122.39,MOEX
"Sep 16, 2016",122.0,122.99,121.42,122.99,MOEX
"Sep 19, 2016",123.0,127.6,122.5,127.3,MOEX
"Sep 20, 2016",127.3,127.77,125.98,127.5,MOEX
"Sep 21, 2016",127.99,129.5,126.93,127.31,MOEX
"Sep 22, 2016",128.49,130.89,128.0,130.89,MOEX
"Sep 23, 2016",130.89,131.5,128.51,129.6,MOEX
"Sep 26, 2016",129.0,129.0,126.25,127.45,MOEX
"Sep 27, 2016",127.7,127.7,123.0,123.0,MOEX
"Sep 28, 2016",123.0,125.77,122.52,123.89,MOEX
"Sep 29, 2016",125.88,126.89,124.31,125.18,MOEX
"Sep 30, 2016",124.81,127.8,123.05,126.6,MOEX
"Oct 03, 2016",127.29,128.98,126.07,127.67,MOEX
"Oct 04, 2016",127.35,127.88,120.2,120.2,MOEX
"Oct 05, 2016",121.95,123.5,120.69,122.6,MOEX
"Oct 06, 2016",122.52,122.88,121.23,122.25,MOEX
"Oct 07, 2016",122.5,123.25,120.82,121.67,MOEX
"Oct 10, 2016",121.94,124.1,121.27,123.29,MOEX
"Oct 11, 2016",123.33,124.64,122.2,124.0,MOEX
"Oct 12, 2016",124.21,125.22,123.28,124.05,MOEX
"Oct 13, 2016",124.0,124.48,122.62,123.55,MOEX
"Oct 14, 2016",123.95,124.8,123.17,124.27,MOEX
"Oct 17, 2016",124.49,124.49,123.12,123.5,MOEX
"Oct 18, 2016",123.79,124.24,122.53,124.24,MOEX
"Oct 19, 2016",124.07,124.23,122.9,122.91,MOEX
"Oct 20, 2016",123.08,123.16,118.8,119.06,MOEX
"Oct 21, 2016",119.25,119.25,115.0,116.0,MOEX
"Oct 24, 2016",116.39,117.39,111.75,112.83,MOEX
"Oct 25, 2016",113.42,118.4,112.72,117.65,MOEX
"Oct 26, 2016",117.65,119.2,116.68,117.31,MOEX
"Oct 27, 2016",117.5,119.75,117.31,118.8,MOEX
"Oct 28, 2016",118.95,118.95,116.08,117.39,MOEX
"Oct 31, 2016",117.5,117.5,115.21,116.71,MOEX
"Nov 01, 2016",117.3,117.8,114.05,114.7,MOEX
"Nov 02, 2016",114.7,115.78,113.75,114.91,MOEX
"Nov 03, 2016",114.61,116.14,114.03,114.91,MOEX
"Nov 07, 2016",115.0,115.5,110.17,110.17,MOEX
"Nov 08, 2016",110.61,112.7,110.61,111.2,MOEX
"Nov 09, 2016",110.0,114.24,108.24,112.99,MOEX
"Nov 10, 2016",113.7,118.49,113.41,114.0,MOEX
"Nov 11, 2016",114.69,115.27,112.2,112.2,MOEX
"Nov 14, 2016",112.73,113.17,109.12,110.0,MOEX
"Nov 15, 2016",110.59,112.75,109.87,111.21,MOEX
"Nov 16, 2016",112.0,113.7,110.52,111.3,MOEX
"Nov 17, 2016",111.46,112.14,108.52,109.0,MOEX
"Nov 18, 2016",109.05,112.7,108.54,112.62,MOEX
"Nov 21, 2016",113.25,115.45,112.17,113.03,MOEX
"Nov 22, 2016",113.89,116.68,113.21,116.68,MOEX
"Nov 23, 2016",116.95,119.22,116.11,119.0,MOEX
"Nov 24, 2016",119.0,119.67,117.56,118.67,MOEX
"Nov 25, 2016",118.14,118.7,116.3,117.5,MOEX
"Nov 28, 2016",117.5,117.98,115.61,116.3,MOEX
"Nov 29, 2016",116.2,116.49,114.01,114.01,MOEX
"Nov 30, 2016",114.3,119.64,113.75,118.35,MOEX
"Dec 01, 2016",119.88,121.63,119.14,119.6,MOEX
"Dec 02, 2016",119.55,119.69,116.7,116.7,MOEX
"Dec 05, 2016",116.49,119.55,116.27,119.45,MOEX
"Dec 06, 2016",119.0,120.87,118.1,119.81,MOEX
"Dec 07, 2016",119.94,120.62,118.7,118.7,MOEX
"Dec 08, 2016",119.44,120.5,118.72,119.7,MOEX
"Dec 09, 2016",120.04,122.2,119.26,120.55,MOEX
"Dec 12, 2016",122.49,125.3,120.72,125.0,MOEX
"Dec 13, 2016",125.0,129.27,123.8,128.46,MOEX
"Dec 14, 2016",128.46,128.46,122.34,122.5,MOEX
"Dec 15, 2016",122.3,125.0,121.1,124.9,MOEX
"Dec 16, 2016",125.3,126.24,122.67,122.73,MOEX
"Dec 19, 2016",123.8,124.84,122.73,124.0,MOEX
"Dec 20, 2016",123.64,123.94,121.54,122.5,MOEX
"Dec 21, 2016",122.49,125.5,120.4,120.4,MOEX
"Dec 22, 2016",120.2,120.37,117.29,117.5,MOEX
"Dec 23, 2016",117.2,118.4,116.51,116.67,MOEX
"Dec 26, 2016",117.25,119.16,116.16,118.15,MOEX
"Dec 27, 2016",118.5,119.49,118.25,119.43,MOEX
"Dec 28, 2016",119.49,121.35,119.14,120.51,MOEX
"Dec 29, 2016",120.9,123.1,119.09,122.45,MOEX
"Dec 30, 2016",122.9,125.59,122.35,125.59,MOEX
"Jan 03, 2017",125.59,130.41,125.4,127.9,MOEX
"Jan 04, 2017",128.42,130.0,126.83,130.0,MOEX
"Jan 05, 2017",129.99,130.84,126.6,127.75,MOEX
"Jan 06, 2017",127.75,128.65,125.12,125.57,MOEX
"Jan 09, 2017",126.37,128.39,125.02,127.8,MOEX
"Jan 10, 2017",127.8,130.13,126.48,129.95,MOEX
"Jan 11, 2017",129.3,134.77,129.0,134.77,MOEX
"Jan 12, 2017",134.61,137.6,133.15,137.6,MOEX
"Jan 13, 2017",137.04,137.49,133.8,134.69,MOEX
"Jan 16, 2017",134.69,135.37,132.51,133.0,MOEX
"Jan 17, 2017",133.22,134.29,129.11,129.8,MOEX
"Jan 18, 2017",129.99,131.8,129.5,131.5,MOEX
"Jan 19, 2017",131.8,134.4,130.06,131.68,MOEX
"Jan 20, 2017",131.16,132.39,129.74,130.75,MOEX
"Jan 23, 2017",130.7,132.49,128.55,130.4,MOEX
"Jan 24, 2017",130.5,131.75,130.1,131.61,MOEX
"Jan 25, 2017",131.5,132.45,131.06,131.86,MOEX
"Jan 26, 2017",132.3,136.99,132.21,136.42,MOEX
"Jan 27, 2017",136.45,139.8,136.08,138.5,MOEX
"Jan 30, 2017",138.69,138.88,135.02,136.0,MOEX
"Jan 31, 2017",135.86,136.87,134.2,134.2,MOEX
"Feb 01, 2017",134.5,135.1,133.0,134.8,MOEX
"Feb 02, 2017",134.8,135.65,132.34,134.17,MOEX
"Feb 03, 2017",134.14,135.9,131.24,135.79,MOEX
"Feb 06, 2017",135.8,136.7,133.55,135.1,MOEX
"Feb 07, 2017",135.02,135.04,133.01,133.69,MOEX
"Feb 08, 2017",133.67,133.67,131.25,131.55,MOEX
"Feb 09, 2017",131.8,132.77,129.82,131.67,MOEX
"Feb 10, 2017",131.8,133.7,129.0,130.79,MOEX
"Feb 13, 2017",130.69,132.12,129.22,129.48,MOEX
"Feb 14, 2017",129.4,129.93,126.26,127.4,MOEX
"Feb 15, 2017",127.11,128.6,125.2,127.81,MOEX
"Feb 16, 2017",128.39,128.42,125.55,127.0,MOEX
"Feb 17, 2017",127.01,128.2,126.0,126.5,MOEX
"Feb 20, 2017",127.25,127.3,123.69,124.38,MOEX
"Feb 21, 2017",124.38,125.5,123.09,124.97,MOEX
"Feb 22, 2017",124.99,126.25,122.5,126.2,MOEX
"Feb 24, 2017",124.53,127.2,124.53,126.2,MOEX
"Feb 27, 2017",126.55,126.55,122.8,123.0,MOEX
"Feb 28, 2017",122.5,125.5,121.55,123.5,MOEX
"Mar 01, 2017",123.5,128.25,123.09,128.25,MOEX
"Mar 02, 2017",128.3,130.6,123.6,124.47,MOEX
"Mar 03, 2017",124.0,124.39,117.91,118.26,MOEX
"Mar 06, 2017",118.3,119.0,113.51,113.51,MOEX
"Mar 07, 2017",113.21,116.45,112.21,116.45,MOEX
"Mar 09, 2017",114.65,117.77,113.0,113.5,MOEX
"Mar 10, 2017",114.1,114.83,111.67,113.0,MOEX
"Mar 13, 2017",113.96,115.4,112.15,114.02,MOEX
"Mar 14, 2017",114.3,115.09,112.72,113.2,MOEX
"Mar 15, 2017",113.51,114.2,110.1,110.15,MOEX
"Mar 16, 2017",111.55,112.85,111.0,112.81,MOEX
"Mar 17, 2017",113.0,116.39,112.72,114.45,MOEX
"Mar 20, 2017",114.99,117.8,114.55,117.16,MOEX
"Mar 21, 2017",117.69,119.33,113.78,114.38,MOEX
"Mar 22, 2017",113.2,114.78,111.57,113.49,MOEX
"Mar 23, 2017",114.34,115.66,111.78,112.01,MOEX
"Mar 24, 2017",112.2,115.09,111.22,114.32,MOEX
"Mar 27, 2017",113.1,113.99,111.4,112.4,MOEX
"Mar 28, 2017",112.65,114.65,112.43,114.62,MOEX
"Mar 29, 2017",115.09,115.78,113.11,113.41,MOEX
"Mar 30, 2017",113.79,114.93,113.18,114.1,MOEX
"Mar 31, 2017",114.2,114.43,111.51,111.51,MOEX
"Apr 03, 2017",112.3,114.88,111.62,114.6,MOEX
"Apr 04, 2017",114.66,114.71,113.2,114.34,MOEX
"Apr 05, 2017",114.5,116.9,114.11,116.15,MOEX
"Apr 06, 2017",115.01,115.96,114.55,114.99,MOEX
"Apr 07, 2017",114.5,114.78,111.62,111.75,MOEX
"Apr 10, 2017",111.7,111.7,106.12,107.55,MOEX
"Apr 11, 2017",106.72,109.21,106.72,107.55,MOEX
"Apr 12, 2017",108.85,108.85,104.36,104.9,MOEX
"Apr 13, 2017",106.09,107.02,103.75,105.9,MOEX
"Apr 14, 2017",105.13,105.89,103.93,104.35,MOEX
"Apr 17, 2017",104.46,107.71,104.46,107.67,MOEX
"Apr 18, 2017",108.0,108.09,105.05,105.5,MOEX
"Apr 19, 2017",105.35,106.85,104.36,106.5,MOEX
"Apr 20, 2017",105.87,109.5,105.16,109.2,MOEX
"Apr 21, 2017",109.36,111.4,108.85,111.4,MOEX
"Apr 24, 2017",112.05,114.1,110.73,112.36,MOEX
"Apr 25, 2017",112.3,115.28,111.85,114.62,MOEX
"Apr 26, 2017",115.25,115.7,113.8,115.0,MOEX
"Apr 27, 2017",114.51,115.88,113.11,115.79,MOEX
"Apr 28, 2017",116.0,116.0,114.3,115.05,MOEX
"May 02, 2017",115.4,117.75,115.1,117.3,MOEX
